% Model:              Sample_ExBprobe_.mph
% Version:            COMSOL 6.3.0.290
% Date:               Mar 17 2026, 17:05
% Dimension:          3
% Nodes:              24321
% Expressions:        6
% Description:        x-coordinate, y-coordinate, z-coordinate, Magnetic flux density, x-component, Magnetic flux density, y-component, Magnetic flux density, z-component
% Length unit:        m
% x (m),y (m),z (m),mfnc.Bx (T),mfnc.By (T),mfnc.Bz (T)
-0.0040000,-0.0010000,0.029000,0.17178,-0.0031221,0.0099651
-0.0030000,-0.0010000,0.029000,0.16648,-0.0019184,0.0077867
-0.0020000,-0.0010000,0.029000,0.16545,-8.3005E-4,0.0044987
-0.0010000,-0.0010000,0.029000,0.16354,-2.3411E-4,0.0020689
-1.3553E-19,-0.0010000,0.029000,0.16180,1.9991E-4,-3.4410E-4
0.0010000,-0.0010000,0.029000,0.16321,6.8530E-4,-0.0025696
0.0020000,-0.0010000,0.029000,0.16413,0.0017072,-0.0047850
0.0030000,-0.0010000,0.029000,0.16784,0.0021669,-0.0071107
0.0040000,-0.0010000,0.029000,0.17177,0.0032974,-0.0092709
0.0050000,-0.0010000,0.029000,0.17666,0.0044254,-0.011262
-0.0050000,-1.0842E-19,0.029000,0.17764,-1.9434E-4,0.011158
-0.0040000,5.4210E-20,0.029000,0.17214,-5.9927E-4,0.0088615
-0.0030000,5.4210E-20,0.029000,0.16792,4.2092E-4,0.0072390
-0.0020000,-3.7684E-19,0.029000,0.16572,-7.3616E-4,0.0045001
-0.0010000,-1.9670E-19,0.029000,0.16398,-3.0215E-4,0.0020871
-5.4210E-20,-2.3340E-19,0.029000,0.16223,1.3187E-4,-3.2591E-4
0.0010000,-8.1315E-20,0.029000,0.16426,-1.2379E-4,-0.0026155
0.0020000,0.0000,0.029000,0.16459,-1.6118E-4,-0.0046057
0.0030000,-1.6263E-19,0.029000,0.16806,2.0699E-4,-0.0068704
0.0040000,-1.3232E-19,0.029000,0.17277,8.8315E-5,-0.0092721
0.0050000,-5.2605E-19,0.029000,0.17769,1.6547E-4,-0.010913
-0.0050000,0.0010000,0.029000,0.17696,0.0040446,0.011569
-0.0040000,0.0010000,0.029000,0.17174,0.0033942,0.0099360
-0.0030000,0.0010000,0.029000,0.16966,0.0027781,0.0067812
-0.0020000,0.0010000,0.029000,0.16453,0.0011809,0.0046993
-0.0010000,0.0010000,0.029000,0.16389,-4.9007E-4,0.0022630
2.1684E-19,0.0010000,0.029000,0.16329,-0.0021561,-4.5811E-4
0.0010000,0.0010000,0.029000,0.16518,-8.5102E-4,-0.0028222
0.0020000,0.0010000,0.029000,0.16501,-0.0014886,-0.0050192
0.0030000,0.0010000,0.029000,0.16789,-8.9516E-4,-0.0062092
0.0040000,0.0010000,0.029000,0.17163,-0.0031044,-0.0092357
0.0050000,0.0010000,0.029000,0.17669,-0.0042153,-0.011082
-0.0050000,0.0020000,0.029000,0.17568,0.0086279,0.011439
-0.0040000,0.0020000,0.029000,0.16981,0.0067604,0.0096013
-0.0030000,0.0020000,0.029000,0.16686,0.0050780,0.0068288
-0.0020000,0.0020000,0.029000,0.16286,0.0032943,0.0046513
-0.0010000,0.0020000,0.029000,0.16222,0.0016233,0.0022150
4.8789E-19,0.0020000,0.029000,0.16152,-8.3604E-5,-1.2666E-5
0.0010000,0.0020000,0.029000,0.16305,-0.0015134,-0.0020420
0.0020000,0.0020000,0.029000,0.16410,-0.0033392,-0.0045986
0.0030000,0.0020000,0.029000,0.16637,-0.0048912,-0.0067160
0.0040000,0.0020000,0.029000,0.16865,-0.0064433,-0.0088334
0.0050000,0.0020000,0.029000,0.17551,-0.0084582,-0.010993
-0.0050000,0.0030000,0.029000,0.17380,0.012057,0.011257
-0.0040000,0.0030000,0.029000,0.16788,0.010127,0.0092667
-0.0030000,0.0030000,0.029000,0.16405,0.0073780,0.0068765
-0.0020000,0.0030000,0.029000,0.16119,0.0054076,0.0046033
-0.0010000,0.0030000,0.029000,0.16055,0.0037366,0.0021670
2.1684E-19,0.0030000,0.029000,0.15965,9.9698E-4,5.2824E-4
0.0010000,0.0030000,0.029000,0.15934,-0.0024341,-0.0023839
0.0020000,0.0030000,0.029000,0.16210,-0.0057905,-0.0046564
0.0030000,0.0030000,0.029000,0.16482,-0.0083715,-0.0067234
0.0040000,0.0030000,0.029000,0.16709,-0.0099236,-0.0088408
0.0050000,0.0030000,0.029000,0.17338,-0.011920,-0.010972
-0.0050000,0.0040000,0.029000,0.17187,0.015424,0.010923
-0.0040000,0.0040000,0.029000,0.16512,0.012703,0.0089433
-0.0030000,0.0040000,0.029000,0.16124,0.0096779,0.0069242
-0.0020000,0.0040000,0.029000,0.15952,0.0075210,0.0045553
-0.0010000,0.0040000,0.029000,0.15724,0.0034663,0.0019763
2.6427E-19,0.0040000,0.029000,0.15629,4.0139E-5,-5.6756E-4
0.0010000,0.0040000,0.029000,0.15586,-0.0033404,-0.0026763
0.0020000,0.0040000,0.029000,0.15878,-0.0066598,-0.0046868
0.0030000,0.0040000,0.029000,0.16170,-0.0099792,-0.0066973
0.0040000,0.0040000,0.029000,0.16554,-0.013404,-0.0088482
0.0050000,0.0040000,0.029000,0.17126,-0.015381,-0.010951
-0.0050000,0.0050000,0.029000,0.16662,0.019756,0.010589
-0.0040000,0.0050000,0.029000,0.16208,0.017041,0.0086239
-0.0030000,0.0050000,0.029000,0.15819,0.012197,0.0066008
-0.0020000,0.0050000,0.029000,0.15477,0.0096027,0.0045830
-0.0010000,0.0050000,0.029000,0.15382,0.0046751,0.0020392
-1.3553E-20,0.0050000,0.029000,0.15286,-2.5241E-4,-5.0467E-4
0.0010000,0.0050000,0.029000,0.15210,-0.0024667,-0.0016679
0.0020000,0.0050000,0.029000,0.15546,-0.0073001,-0.0047172
0.0030000,0.0050000,0.029000,0.15838,-0.012192,-0.0067277
0.0040000,0.0050000,0.029000,0.16129,-0.017085,-0.0087382
0.0050000,0.0050000,0.029000,0.16711,-0.019650,-0.010646
-0.0050000,-0.0050000,0.030000,0.16531,-0.019299,0.011878
-0.0040000,-0.0050000,0.030000,0.15921,-0.017609,0.0099238
-0.0030000,-0.0050000,0.030000,0.15606,-0.012674,0.0077354
-0.0020000,-0.0050000,0.030000,0.15250,-0.0080929,0.0048479
-0.0010000,-0.0050000,0.030000,0.15103,-0.0038574,0.0023440
6.5052E-19,-0.0050000,0.030000,0.15035,-2.4780E-4,3.8203E-5
0.0010000,-0.0050000,0.030000,0.15110,0.0046255,-0.0024990
0.0020000,-0.0050000,0.030000,0.15189,0.0078959,-0.0050584
0.0030000,-0.0050000,0.030000,0.15581,0.012435,-0.0074401
0.0040000,-0.0050000,0.030000,0.15972,0.016975,-0.0098219
0.0050000,-0.0050000,0.030000,0.16515,0.019559,-0.012152
-0.0050000,-0.0040000,0.030000,0.16884,-0.015973,0.012287
-0.0040000,-0.0040000,0.030000,0.16396,-0.013429,0.0099158
-0.0030000,-0.0040000,0.030000,0.15932,-0.0098084,0.0078374
-0.0020000,-0.0040000,0.030000,0.15594,-0.0063768,0.0050221
-0.0010000,-0.0040000,0.030000,0.15457,-0.0029234,0.0022497
-3.2526E-19,-0.0040000,0.030000,0.15431,1.8671E-4,-1.4785E-4
0.0010000,-0.0040000,0.030000,0.15486,0.0036985,-0.0025881
0.0020000,-0.0040000,0.030000,0.15615,0.0067265,-0.0052593
0.0030000,-0.0040000,0.030000,0.15923,0.0098592,-0.0076958
0.0040000,-0.0040000,0.030000,0.16345,0.013239,-0.010013
0.0050000,-0.0040000,0.030000,0.16885,0.015776,-0.012574
-0.0050000,-0.0030000,0.030000,0.17137,-0.011906,0.012561
-0.0040000,-0.0030000,0.030000,0.16646,-0.0093684,0.010189
-0.0030000,-0.0030000,0.030000,0.16172,-0.0068319,0.0077838
-0.0020000,-0.0030000,0.030000,0.15944,-0.0055104,0.0061908
-0.0010000,-0.0030000,0.030000,0.15768,-0.0021851,0.0027783
-1.0842E-19,-0.0030000,0.030000,0.15706,-3.8324E-4,-1.3631E-4
0.0010000,-0.0030000,0.030000,0.15730,0.0028235,-0.0022910
0.0020000,-0.0030000,0.030000,0.15918,0.0052349,-0.0057965
0.0030000,-0.0030000,0.030000,0.16274,0.0074536,-0.0078709
0.0040000,-0.0030000,0.030000,0.16632,0.0094980,-0.0099128
0.0050000,-0.0030000,0.030000,0.17151,0.011821,-0.012929
-0.0050000,-0.0020000,0.030000,0.17402,-0.0072112,0.012696
-0.0040000,-0.0020000,0.030000,0.16851,-0.0059008,0.010739
-0.0030000,-0.0020000,0.030000,0.16300,-0.0045905,0.0087827
-0.0020000,-0.0020000,0.030000,0.16144,-0.0031395,0.0059648
-0.0010000,-0.0020000,0.030000,0.15977,-0.0019085,0.0031823
-2.3209E-19,-0.0020000,0.030000,0.15877,1.2776E-5,-5.5643E-5
0.0010000,-0.0020000,0.030000,0.15995,0.0016053,-0.0032540
0.0020000,-0.0020000,0.030000,0.16068,0.0024973,-0.0054937
0.0030000,-0.0020000,0.030000,0.16506,0.0042146,-0.0080843
0.0040000,-0.0020000,0.030000,0.16836,0.0064509,-0.0099730
0.0050000,-0.0020000,0.030000,0.17341,0.0078763,-0.013160
-0.0050000,-0.0010000,0.030000,0.17533,-0.0036274,0.013501
-0.0040000,-0.0010000,0.030000,0.16904,-0.0040746,0.0096244
-0.0030000,-0.0010000,0.030000,0.16540,-0.0018532,0.0082124
-0.0020000,-0.0010000,0.030000,0.16267,-0.0017137,0.0050811
-0.0010000,-0.0010000,0.030000,0.16100,-4.8275E-4,0.0022986
-8.1315E-20,-0.0010000,0.030000,0.15967,1.3283E-4,-2.3009E-4
0.0010000,-0.0010000,0.030000,0.16069,8.8116E-4,-0.0028817
0.0020000,-0.0010000,0.030000,0.16173,0.0016882,-0.0055396
0.0030000,-0.0010000,0.030000,0.16552,0.0023462,-0.0079050
0.0040000,-0.0010000,0.030000,0.16966,0.0031169,-0.010154
0.0050000,-0.0010000,0.030000,0.17454,0.0045457,-0.013268
-0.0050000,-5.4210E-20,0.030000,0.17553,-6.9545E-5,0.013768
-0.0040000,-5.1298E-20,0.030000,0.17010,8.9027E-4,0.011209
-0.0030000,1.6263E-19,0.030000,0.16488,3.6968E-4,0.0081611
-0.0020000,4.8182E-20,0.030000,0.16300,2.8398E-4,0.0048323
-0.0010000,-2.5093E-19,0.030000,0.16156,-2.8396E-4,0.0021608
-5.4210E-20,-2.0632E-19,0.030000,0.15982,1.5006E-4,-2.5220E-4
0.0010000,-1.0842E-19,0.030000,0.16144,1.5705E-4,-0.0025094
0.0020000,0.0000,0.030000,0.16239,-2.0343E-4,-0.0056489
0.0030000,-5.4210E-20,0.030000,0.16595,5.7385E-4,-0.0074480
0.0040000,0.0000,0.030000,0.16969,9.3762E-4,-0.010051
0.0050000,1.3326E-19,0.030000,0.17460,0.0015669,-0.012957
-0.0050000,0.0010000,0.030000,0.17595,0.0043556,0.014909
-0.0040000,0.0010000,0.030000,0.16958,0.0031131,0.011158
-0.0030000,0.0010000,0.030000,0.16435,0.0025926,0.0081099
-0.0020000,0.0010000,0.030000,0.16203,0.0010743,0.0056512
-0.0010000,0.0010000,0.030000,0.16111,2.4232E-4,0.0027025
-1.3553E-19,0.0010000,0.030000,0.16018,-5.8963E-4,-2.4621E-4
0.0010000,0.0010000,0.030000,0.16026,3.9116E-4,-0.0024086
0.0020000,0.0010000,0.030000,0.16294,-6.6993E-4,-0.0052226
0.0030000,0.0010000,0.030000,0.16596,-0.0013444,-0.0086032
0.0040000,0.0010000,0.030000,0.16808,-0.0029704,-0.0099610
0.0050000,0.0010000,0.030000,0.17428,-0.0047260,-0.013529
-0.0050000,0.0020000,0.030000,0.17366,0.0083647,0.012693
-0.0040000,0.0020000,0.030000,0.16783,0.0062981,0.010718
-0.0030000,0.0020000,0.030000,0.16464,0.0051257,0.0077323
-0.0020000,0.0020000,0.030000,0.16042,0.0032463,0.0055686
-0.0010000,0.0020000,0.030000,0.15978,0.0015753,0.0031324
4.3368E-19,0.0020000,0.030000,0.15885,-4.3834E-4,5.3256E-4
0.0010000,0.0020000,0.030000,0.15857,-0.0012022,-0.0028478
0.0020000,0.0020000,0.030000,0.16244,-0.0034801,-0.0064353
0.0030000,0.0020000,0.030000,0.16433,-0.0048367,-0.0083208
0.0040000,0.0020000,0.030000,0.16653,-0.0064507,-0.0099684
0.0050000,0.0020000,0.030000,0.17246,-0.0082131,-0.013252
-0.0050000,0.0030000,0.030000,0.17181,0.011723,0.012514
-0.0040000,0.0030000,0.030000,0.16576,0.0097185,0.010185
-0.0030000,0.0030000,0.030000,0.16183,0.0074257,0.0077800
-0.0020000,0.0030000,0.030000,0.15875,0.0053596,0.0055207
-0.0010000,0.0030000,0.030000,0.15766,0.0031889,0.0028232
1.0842E-19,0.0030000,0.030000,0.15717,9.6869E-4,-1.3357E-4
0.0010000,0.0030000,0.030000,0.15707,-0.0022860,-0.0026112
0.0020000,0.0030000,0.030000,0.15965,-0.0056893,-0.0052707
0.0030000,0.0030000,0.030000,0.16270,-0.0083290,-0.0080385
0.0040000,0.0030000,0.030000,0.16498,-0.0099310,-0.0099758
0.0050000,0.0030000,0.030000,0.17064,-0.011700,-0.012974
-0.0050000,0.0040000,0.030000,0.16988,0.015089,0.012179
-0.0040000,0.0040000,0.030000,0.16301,0.012534,0.010043
-0.0030000,0.0040000,0.030000,0.15902,0.0097256,0.0078276
-0.0020000,0.0040000,0.030000,0.15648,0.0068162,0.0051138
-0.0010000,0.0040000,0.030000,0.15470,0.0035292,0.0024731
-1.6263E-19,0.0040000,0.030000,0.15401,1.3168E-4,1.5309E-4
0.0010000,0.0040000,0.030000,0.15381,-0.0031257,-0.0024669
0.0020000,0.0040000,0.030000,0.15621,-0.0065305,-0.0050771
0.0030000,0.0040000,0.030000,0.15957,-0.0099698,-0.0077711
0.0040000,0.0040000,0.030000,0.16342,-0.013411,-0.0099832
0.0050000,0.0040000,0.030000,0.16881,-0.015187,-0.012697
-0.0050000,0.0050000,0.030000,0.16463,0.019693,0.012167
-0.0040000,0.0050000,0.030000,0.16018,0.016733,0.010147
-0.0030000,0.0050000,0.030000,0.15585,0.012012,0.0076213
-0.0020000,0.0050000,0.030000,0.15223,0.0095568,0.0050799
-0.0010000,0.0050000,0.030000,0.15127,0.0046293,0.0025360
-3.2526E-19,0.0050000,0.030000,0.15075,-1.5291E-4,2.9733E-4
0.0010000,0.0050000,0.030000,0.15056,-0.0051074,-0.0023227
0.0020000,0.0050000,0.030000,0.15277,-0.0073033,-0.0048834
0.0030000,0.0050000,0.030000,0.15613,-0.011935,-0.0075775
0.0040000,0.0050000,0.030000,0.15928,-0.016759,-0.0098881
0.0050000,0.0050000,0.030000,0.16520,-0.019596,-0.011992
-0.0050000,-0.0050000,0.031000,0.16257,-0.019038,0.013799
-0.0040000,-0.0050000,0.031000,0.15735,-0.017260,0.010793
-0.0030000,-0.0050000,0.031000,0.15317,-0.012594,0.0083942
-0.0020000,-0.0050000,0.031000,0.14961,-0.0080124,0.0055066
-0.0010000,-0.0050000,0.031000,0.14831,-0.0035990,0.0028358
2.5485E-19,-0.0050000,0.031000,0.14812,8.9306E-4,1.1624E-4
0.0010000,-0.0050000,0.031000,0.14856,0.0046505,-0.0029634
0.0020000,-0.0050000,0.031000,0.14951,0.0078710,-0.0056518
0.0030000,-0.0050000,0.031000,0.15337,0.012436,-0.0081505
0.0040000,-0.0050000,0.031000,0.15713,0.016905,-0.010975
0.0050000,-0.0050000,0.031000,0.16240,0.019048,-0.013803
-0.0050000,-0.0040000,0.031000,0.16599,-0.016257,0.014923
-0.0040000,-0.0040000,0.031000,0.16091,-0.012898,0.011154
-0.0030000,-0.0040000,0.031000,0.15662,-0.0096488,0.0085683
-0.0020000,-0.0040000,0.031000,0.15306,-0.0062026,0.0056808
-0.0010000,-0.0040000,0.031000,0.15179,-0.0030379,0.0027248
-3.2526E-19,-0.0040000,0.031000,0.15192,7.1535E-4,-1.5291E-4
0.0010000,-0.0040000,0.031000,0.15194,0.0037611,-0.0024466
0.0020000,-0.0040000,0.031000,0.15348,0.0061894,-0.0058285
0.0030000,-0.0040000,0.031000,0.15667,0.0095850,-0.0086153
0.0040000,-0.0040000,0.031000,0.16064,0.012836,-0.011464
0.0050000,-0.0040000,0.031000,0.16632,0.015637,-0.014354
-0.0050000,-0.0030000,0.031000,0.16870,-0.011752,0.014751
-0.0040000,-0.0030000,0.031000,0.16382,-0.0090771,0.011513
-0.0030000,-0.0030000,0.031000,0.15997,-0.0072447,0.0092105
-0.0020000,-0.0030000,0.031000,0.15545,-0.0049663,0.0053334
-0.0010000,-0.0030000,0.031000,0.15466,-0.0034364,0.0020164
2.1684E-19,-0.0030000,0.031000,0.15490,-2.2970E-4,-1.3836E-4
0.0010000,-0.0030000,0.031000,0.15515,0.0029770,-0.0022931
0.0020000,-0.0030000,0.031000,0.15539,0.0061837,-0.0044478
0.0030000,-0.0030000,0.031000,0.15998,0.0071321,-0.0090800
0.0040000,-0.0030000,0.031000,0.16334,0.0085935,-0.011246
0.0050000,-0.0030000,0.031000,0.16928,0.011551,-0.014244
-0.0050000,-0.0020000,0.031000,0.17137,-0.0076291,0.014846
-0.0040000,-0.0020000,0.031000,0.16550,-0.0074680,0.010951
-0.0030000,-0.0020000,0.031000,0.16244,-0.0046036,0.010023
-0.0020000,-0.0020000,0.031000,0.15866,-0.0040231,0.0065472
-0.0010000,-0.0020000,0.031000,0.15637,-1.8935E-4,0.0020970
-3.2187E-19,-0.0020000,0.031000,0.15661,2.0569E-5,-5.7693E-5
0.0010000,-0.0020000,0.031000,0.15686,2.3048E-4,-0.0022124
0.0020000,-0.0020000,0.031000,0.15832,0.0027259,-0.0060214
0.0030000,-0.0020000,0.031000,0.16165,0.0049849,-0.0086249
0.0040000,-0.0020000,0.031000,0.16524,0.0069345,-0.011427
0.0050000,-0.0020000,0.031000,0.17118,0.0077742,-0.014425
-0.0050000,-0.0010000,0.031000,0.17192,-0.0035630,0.014834
-0.0040000,-0.0010000,0.031000,0.16578,-0.0032864,0.010955
-0.0030000,-0.0010000,0.031000,0.16235,-0.0019019,0.0091244
-0.0020000,-0.0010000,0.031000,0.15948,-0.0021220,0.0058865
-0.0010000,-0.0010000,0.031000,0.15822,-0.0013664,0.0028810
-1.9651E-19,-0.0010000,0.031000,0.15682,8.8172E-5,-4.9900E-5
0.0010000,-0.0010000,0.031000,0.15804,0.0012535,-0.0029975
0.0020000,-0.0010000,0.031000,0.15982,0.0018624,-0.0054580
0.0030000,-0.0010000,0.031000,0.16258,0.0026598,-0.0085074
0.0040000,-0.0010000,0.031000,0.16622,0.0034364,-0.012010
0.0050000,-0.0010000,0.031000,0.17202,0.0043440,-0.014897
-0.0050000,-4.3368E-19,0.031000,0.17219,6.1859E-4,0.014839
-0.0040000,1.6263E-19,0.031000,0.16728,8.8666E-4,0.011646
-0.0030000,1.0842E-19,0.031000,0.16183,3.1844E-4,0.0090832
-0.0020000,3.8232E-20,0.031000,0.15958,1.5193E-4,0.0057545
-0.0010000,-1.9505E-19,0.031000,0.15915,-2.6578E-4,0.0022345
-5.4210E-20,-1.2502E-19,0.031000,0.15741,1.6824E-4,-1.7848E-4
0.0010000,0.0000,0.031000,0.15704,-0.0012897,-0.0039680
0.0020000,1.0842E-19,0.031000,0.16059,-5.1240E-4,-0.0057670
0.0030000,0.0000,0.031000,0.16352,2.1067E-4,-0.0083899
0.0040000,-3.8519E-34,0.031000,0.16563,-2.8457E-4,-0.012073
0.0050000,2.0861E-19,0.031000,0.17191,0.0012628,-0.015265
-0.0050000,0.0010000,0.031000,0.17221,0.0036752,0.014167
-0.0040000,0.0010000,0.031000,0.16653,0.0030619,0.012080
-0.0030000,0.0010000,0.031000,0.16131,0.0025413,0.0090320
-0.0020000,0.0010000,0.031000,0.15909,0.0018372,0.0060697
-0.0010000,0.0010000,0.031000,0.15816,0.0010053,0.0031210
-5.4210E-20,0.0010000,0.031000,0.15791,7.6129E-4,6.3210E-4
0.0010000,0.0010000,0.031000,0.15759,-6.8814E-4,-0.0030253
0.0020000,0.0010000,0.031000,0.16012,-0.0014913,-0.0058352
0.0030000,0.0010000,0.031000,0.16279,-0.0025524,-0.0086492
0.0040000,0.0010000,0.031000,0.16513,-0.0031586,-0.012120
0.0050000,0.0010000,0.031000,0.17206,-0.0045028,-0.014785
-0.0050000,0.0020000,0.031000,0.17212,0.0063769,0.013268
-0.0040000,0.0020000,0.031000,0.16585,0.0057654,0.011755
-0.0030000,0.0020000,0.031000,0.16003,0.0036989,0.0097800
-0.0020000,0.0020000,0.031000,0.15799,0.0031983,0.0064860
-0.0010000,0.0020000,0.031000,0.15735,0.0015273,0.0040497
-5.4210E-20,0.0020000,0.031000,0.15622,2.5828E-4,4.0693E-4
0.0010000,0.0020000,0.031000,0.15554,-0.0015350,-0.0031132
0.0020000,0.0020000,0.031000,0.15884,-0.0035859,-0.0063756
0.0030000,0.0020000,0.031000,0.16173,-0.0049416,-0.0094706
0.0040000,0.0020000,0.031000,0.16445,-0.0061859,-0.012269
0.0050000,0.0020000,0.031000,0.17054,-0.0079618,-0.014353
-0.0050000,0.0030000,0.031000,0.16891,0.011743,0.014090
-0.0040000,0.0030000,0.031000,0.16379,0.0091858,0.011222
-0.0030000,0.0030000,0.031000,0.15962,0.0074733,0.0086834
-0.0020000,0.0030000,0.031000,0.15631,0.0053117,0.0064380
-0.0010000,0.0030000,0.031000,0.15480,0.0026180,0.0035329
3.2526E-19,0.0030000,0.031000,0.15443,-3.7195E-4,6.8981E-4
0.0010000,0.0030000,0.031000,0.15329,-0.0019304,-0.0034060
0.0020000,0.0030000,0.031000,0.15668,-0.0045970,-0.0062747
0.0030000,0.0030000,0.031000,0.15991,-0.0073614,-0.0092649
0.0040000,0.0030000,0.031000,0.16282,-0.0096782,-0.011987
0.0050000,0.0030000,0.031000,0.16872,-0.011448,-0.014090
-0.0050000,0.0040000,0.031000,0.16629,0.015557,0.014188
-0.0040000,0.0040000,0.031000,0.16122,0.012939,0.011407
-0.0030000,0.0040000,0.031000,0.15662,0.0095450,0.0085879
-0.0020000,0.0040000,0.031000,0.15362,0.0062453,0.0058235
-0.0010000,0.0040000,0.031000,0.15216,0.0035921,0.0029700
0.0000,0.0040000,0.031000,0.15139,2.7592E-4,-1.7700E-4
0.0010000,0.0040000,0.031000,0.15119,-0.0029814,-0.0027970
0.0020000,0.0040000,0.031000,0.15351,-0.0063368,-0.0055984
0.0030000,0.0040000,0.031000,0.15714,-0.0096967,-0.0080466
0.0040000,0.0040000,0.031000,0.16037,-0.012461,-0.011037
0.0050000,0.0040000,0.031000,0.16627,-0.015806,-0.014559
-0.0050000,0.0050000,0.031000,0.16213,0.019024,0.014078
-0.0040000,0.0050000,0.031000,0.15747,0.016505,0.011203
-0.0030000,0.0050000,0.031000,0.15343,0.011942,0.0081789
-0.0020000,0.0050000,0.031000,0.14901,0.0070997,0.0058390
-0.0010000,0.0050000,0.031000,0.14832,0.0049565,0.0025873
-2.1684E-19,0.0050000,0.031000,0.14813,2.0174E-6,-3.2764E-5
0.0010000,0.0050000,0.031000,0.14794,-0.0049525,-0.0026528
0.0020000,0.0050000,0.031000,0.15007,-0.0075081,-0.0054048
0.0030000,0.0050000,0.031000,0.15344,-0.012140,-0.0080989
0.0040000,0.0050000,0.031000,0.15700,-0.016663,-0.010932
0.0050000,0.0050000,0.031000,0.16257,-0.018953,-0.013860
-0.0050000,-0.0050000,0.032000,0.15951,-0.018484,0.015698
-0.0040000,-0.0050000,0.032000,0.15426,-0.016700,0.012627
-0.0030000,-0.0050000,0.032000,0.15029,-0.012079,0.0095344
-0.0020000,-0.0050000,0.032000,0.14672,-0.0079319,0.0061653
-0.0010000,-0.0050000,0.032000,0.14560,-0.0033407,0.0033276
3.6327E-19,-0.0050000,0.032000,0.14540,0.0011514,6.0806E-4
0.0010000,-0.0050000,0.032000,0.14478,0.0041175,-0.0039773
0.0020000,-0.0050000,0.032000,0.14639,0.0070536,-0.0056714
0.0030000,-0.0050000,0.032000,0.15054,0.012391,-0.0098444
0.0040000,-0.0050000,0.032000,0.15430,0.016860,-0.012669
0.0050000,-0.0050000,0.032000,0.15957,0.018650,-0.015547
-0.0050000,-0.0040000,0.032000,0.16276,-0.015666,0.016097
-0.0040000,-0.0040000,0.032000,0.15768,-0.012368,0.013087
-0.0030000,-0.0040000,0.032000,0.15395,-0.0088144,0.0097565
-0.0020000,-0.0040000,0.032000,0.15010,-0.0058684,0.0068075
-0.0010000,-0.0040000,0.032000,0.14877,-0.0028837,0.0036472
0.0000,-0.0040000,0.032000,0.14832,6.8063E-5,1.2624E-4
0.0010000,-0.0040000,0.032000,0.14895,0.0033469,-0.0037324
0.0020000,-0.0040000,0.032000,0.15068,0.0057390,-0.0065534
0.0030000,-0.0040000,0.032000,0.15344,0.0094016,-0.0097350
0.0040000,-0.0040000,0.032000,0.15848,0.013176,-0.013033
0.0050000,-0.0040000,0.032000,0.16334,0.015332,-0.016185
-0.0050000,-0.0030000,0.032000,0.16575,-0.011645,0.016469
-0.0040000,-0.0030000,0.032000,0.16105,-0.0093248,0.013703
-0.0030000,-0.0030000,0.032000,0.15648,-0.0068204,0.010141
-0.0020000,-0.0030000,0.032000,0.15258,-0.0043395,0.0068726
-0.0010000,-0.0030000,0.032000,0.15091,-0.0028609,0.0038320
-4.3368E-19,-0.0030000,0.032000,0.15126,-1.9437E-4,1.0311E-4
0.0010000,-0.0030000,0.032000,0.15161,0.0024722,-0.0036258
0.0020000,-0.0030000,0.032000,0.15263,0.0050530,-0.0066623
0.0030000,-0.0030000,0.032000,0.15716,0.0068798,-0.010215
0.0040000,-0.0030000,0.032000,0.15985,0.0088240,-0.012873
0.0050000,-0.0030000,0.032000,0.16624,0.011431,-0.016588
-0.0050000,-0.0020000,0.032000,0.16776,-0.0077399,0.016564
-0.0040000,-0.0020000,0.032000,0.16404,-0.0054154,0.015008
-0.0030000,-0.0020000,0.032000,0.15809,-0.0046875,0.010271
-0.0020000,-0.0020000,0.032000,0.15568,-0.0037656,0.0064041
-0.0010000,-0.0020000,0.032000,0.15280,-0.0010244,0.0038412
-1.0842E-19,-0.0020000,0.032000,0.15315,7.9181E-5,1.1230E-4
0.0010000,-0.0020000,0.032000,0.15350,0.0011828,-0.0036166
0.0020000,-0.0020000,0.032000,0.15445,0.0024650,-0.0068229
0.0030000,-0.0020000,0.032000,0.15900,0.0046657,-0.010345
0.0040000,-0.0020000,0.032000,0.16181,0.0057565,-0.012984
0.0050000,-0.0020000,0.032000,0.16822,0.0073622,-0.017169
-0.0050000,-0.0010000,0.032000,0.16804,-0.0035584,0.016568
-0.0040000,-0.0010000,0.032000,0.16395,-0.0027137,0.014109
-0.0030000,-0.0010000,0.032000,0.15883,-0.0026132,0.010465
-0.0020000,-0.0010000,0.032000,0.15571,-0.0019334,0.0070000
-0.0010000,-0.0010000,0.032000,0.15541,-0.0018936,0.0031788
1.0842E-19,-0.0010000,0.032000,0.15425,9.9842E-5,2.4105E-5
0.0010000,-0.0010000,0.032000,0.15520,0.0014052,-0.0028844
0.0020000,-0.0010000,0.032000,0.15679,0.0018426,-0.0066625
0.0030000,-0.0010000,0.032000,0.15890,0.0027773,-0.010346
0.0040000,-0.0010000,0.032000,0.16298,0.0035682,-0.013798
0.0050000,-0.0010000,0.032000,0.16892,0.0042736,-0.017037
-0.0050000,-2.1684E-19,0.032000,0.16917,1.4038E-4,0.016735
-0.0040000,6.5052E-19,0.032000,0.16386,-1.2000E-5,0.013210
-0.0030000,2.1684E-19,0.032000,0.15885,-9.8800E-5,0.0097903
-0.0020000,-1.0842E-19,0.032000,0.15575,-1.0118E-4,0.0075959
-0.0010000,2.4717E-21,0.032000,0.15559,1.2230E-4,0.0032558
